seller_id,seller_state,on_time_rate,delivered_lines
01fdefa7697d26ad920e9e0346d4bd1b,PR,0.9375,128
43f8c9950d11ecd03a0304a49e010da6,SP,0.9268,41
257e61d3251fb5efb9daadddbc2cf7ca,PR,1.0000,12
c26a2be5b53b7db6b276280da212a779,RJ,1.0000,13
eeb6de78f79159600292e314a77cbd18,SC,0.9634,82
a2a41aedb70551d4a85aa04dc2fced48,SP,1.0000,2
25e6ffe976bd75618accfe16cefcbd0d,SP,0.9434,106
9dda5bbacd45e18d6485fee649205d09,MG,0.8947,19
1d8dbc4f32378d715c717c1c1fc57bae,PR,0.9011,91
fc906263ca5083d09dce42fe02247800,MG,1.0000,112
1d2732ef8321502ee8488e8bed1ab8cd,RJ,0.7500,4
ce69a8021d18961dd2a40269b7c2c293,PR,0.8947,19
9596c870880d900012f2e8e6e30d06d7,MG,0.9524,21
1da366cade6d8276e7d8beea7af5d4bf,MG,0.8810,42
a3082f442524a1be452e3189e003b361,SP,1.0000,3
a56a8043ebf66e42119618fb8cf232c6,SC,1.0000,1
e96498ed8daaa3e9c23f7a62da76591c,SP,0.8529,34
ad781527c93d00d89a11eecd9dcad7c1,SP,0.6842,38
b5e3e38609125694d2ea2417522a60b7,SC,0.7500,16
bacb1f0ed56ad24198f5810d2b3fe9a5,SP,0.9737,38
980640c45d7a4635885491d077167e4d,SP,0.9286,14
2156f2671501a81034d7d07f217609d0,SP,0.8571,21
128639473a139ac0f3e5f5ade55873a5,PR,0.9374,527
7a241947449cc45dbfda4f9d0798d9d0,MG,0.9286,56
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,0.8710,155
376a891762bbdecbc02b4b6adec3fdda,GO,0.9649,57
1dfe5347016252a7884b694d4f10f5c4,SP,0.7500,20
528bcf6680c36dddf07620bd35b33a6f,SP,0.5000,2
25c5c91f63607446a97b143d2d535d31,MG,0.9295,156
f205b1a3ca9a34e0f8a228bae6e4c7b3,RS,1.0000,8
d2374cbcbb3ca4ab1086534108cc3ab7,SP,0.9416,514
1eade46fba20122dc4aefb379f8c636b,SP,0.8621,58
40d54b51e962dbe09cabbcfd33298dee,SP,1.0000,30
70c27847eca8195c983ed7e798c56743,RJ,0.9091,77
37ceb404da208418c9032f0674e57804,SP,,0
05d2173d43ea568aa0540eba70d2ca76,MG,0.9355,62
b839e41795b7f3ad94cc2014a52f6796,SP,0.9697,33
48efc9d94a9834137efd9ea76b065a38,PR,1.0000,33
37dd29b36c458d82f74a953c40c43645,SP,0.8571,7
0dd184061fb0eaa7ca37932c68ab91c5,SP,0.8820,161
60562ab00b8054280520d390c8c0045c,SP,1.0000,17
57df9869a600bd6b7c405f2a862eccfb,MG,1.0000,5
777a0c55737f34ffeb78010f7542ab41,SP,1.0000,6
c3867b4666c7d76867627c2f7fb22e21,SP,0.8816,228
0bae85eb84b9fb3bd773911e89288d54,SP,0.9926,136
dbdd0ec73a4817971d962698f2fea022,CE,0.9375,16
058fd0aa2bfdb2274e05e1ae971dabb6,SP,0.9333,60
08633c14ef2db992c11f840f04fad4cd,SP,0.9324,74
f419677537694f0462a91990df6ca44f,SP,0.8333,6
5b8154610ebb21fb90eb587365e673df,SP,0.8919,37
bb2afe2061d53c6968aa0cffa233a8ec,SP,1.0000,5
fb89df7f89fd1b8f03fa2acca1ba7364,PR,0.9091,22
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,0.9739,115
9add47bf45ce8e8c7db6b9cf670b1e09,PR,0.9756,41
acce39e832338debb07b02385cde5967,MG,1.0000,44
f262cbc1c910c83959f849465454ddd3,SP,0.9048,189
c113b8df1fc375bc3d73d29c1b1144d1,SP,1.0000,3
720e6cf846ea7572cbb66b743fb91e6c,SP,1.0000,1
8f580d36c1e9d6fbce95283403c7d447,SP,0.8750,8
432c37c9dfba871172ec162e20118b8c,DF,0.9091,44
888faa8bfb0b159c37de6d898b961c31,SC,1.0000,19
d8c7ba53e7e38711eaef8c2849d6d2e1,PR,1.0000,22
65febd49fd28ec955651299159b1f527,SP,0.9394,33
9a84ba99f5367fdbd4598363496f1ea2,GO,1.0000,15
4ba52dfeba874da5b9ee7b17c7494f04,SP,0.9091,11
06e5eefc71ec47ae763c5c6f8db7064f,RS,0.9778,90
28ea411b354f14b1a494be4e79f0ce02,SP,0.8333,6
2a6fbeaa7ab9e5d59a35841a8da71ce4,SC,0.9333,30
2d22fc3089eb907b29ebff50581fb472,RJ,1.0000,3
ff1fb4c404b2efe68b03350a8dc24122,SP,0.8478,46
817f85dbb65aa3e70831d90fe75cdf89,SP,1.0000,11
6860153b69cc696d5dcfe1cdaaafcf62,SP,0.9054,74
903037660cf848a717166eb7a06d616e,SP,0.8636,44
bf3c6d2a28b2b5501e6c15448982dcc9,SP,0.9714,35
e99e927c81e3f51739c94fcdfca9f10f,MG,0.8095,21
49cdc90518a4f82676b38b3c1aa43ff6,SP,1.0000,5
066a6914e1ebf3ea95a216c73a986b91,PR,0.9697,66
6d66611d7c44cc30ce351abc49a68421,SP,0.9390,164
3d8fa2f5b647373c8620330c4e077a9f,SP,0.9762,42
76d5af76d0271110f9af36c92573f765,SP,0.9062,128
729f06993dac8e860d4f02d7088ca48a,SP,0.8830,94
b19f3ca2ea475913750f25a5c37c8d8f,MG,0.6842,19
6179a28a13a726c29b3bf54c070dccab,MG,1.0000,1
cc419e0650a3c5ba77189a1882b7556a,SP,0.9388,1651
0df3984f9dfb3d49ac6366acbd3bbb85,MG,0.9884,86
7008613ea464bad5cb9b83456e1e6a8f,SC,0.9512,123
7f152321c60a266edc53af1925ef96c1,SC,0.7000,20
52ac6f920b7280e4c6d30dd94de6259b,PR,1.0000,6
9e94fa26a70ede4d26226e918e8706a2,SP,1.0000,1
994f04b3718c2bab35c2adfa8afecd2a,SP,0.9149,47
3f3486b61f45078d4f31ee5e43d8c5bb,SP,0.8462,39
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,RJ,0.9143,35
977f9f63dd360c2a32ece2f93ad6d306,SP,0.8696,23
2c43fb513632d29b3b58df74816f1b06,MG,1.0000,3
d9442042130b7fe579d1295f9f4a248f,SP,0.9474,19
ce248b21cb2adc36282ede306b7660e5,SC,0.8906,64
5b0cc932433fa5184b5b94bfe6bcc256,SP,0.7500,12
7ff588a03c2aeae4fbd23f9ae64b760d,SP,1.0000,14
08cdbae123ff67ca4e36d9d641ce0119,MG,0.5000,4
7ad32824caee82087b3e2e5f33b1bf32,SP,0.8571,147
de722cd6dad950a92b7d4f82673f8833,PE,0.9555,337
5c3460cd3e8a984382ae254e7dd20d9f,SP,1.0000,9
45ba18c210d42734ec52c0c1c574e9ee,SP,0.9429,35
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,0.9455,55
d93844a9c55ba7ce353388bcf849ea56,PR,0.9167,12
54c04bdb5ec46762f8f08c7e8f86ed4a,SC,0.8889,18
52562a9f449c3dc3d53f5f5b9ed74903,RN,1.0000,14
968268a686aa05d1f529fb07dff08130,SP,1.0000,12
54965bbe3e4f07ae045b90b0b8541f52,PR,0.6986,73
6039e27294dc75811c0d8a39069f52c0,SP,0.7778,63
b45d7ebfb7378630f1bcd74b6ff86ff7,MG,1.0000,3
bc07d855eac23aab5ac8a120f21d16b2,SP,0.8182,11
3492e68f37fd1df87f4f2f2ea247f445,SP,0.8750,8
93bef6edaa84956e8e575016449b6351,SP,1.0000,1
c68fb906c8f4b4b946d8386bfa6e5467,SP,0.9778,45
53d00c40e32aeb924a84ce72b1af869d,SP,0.7647,17
93dc87703c046b603023e75222018b45,MG,0.9091,33
10076e5788b8ee532724bcd460baf762,SP,0.9565,23
4dc646b9b9e8e411ef48ba000ea3ac6f,SP,0.7500,4
340636a908b13bbe0f4fb63fbe1d0c03,SP,1.0000,3
01c97ebb5cdac52891c0ed1c37ba0012,SP,1.0000,9
f0b47fbbc6dee9aafe415a6e33051b3f,SP,0.8955,67
3dbbce181edfaa4a597ec858c382d2ec,PR,0.8824,17
1127b7f2594683f2510f1c2c834a486b,SP,0.9727,110
2c9e548be18521d1c43cde1c582c6de8,SP,0.8387,124
bc47d5d1490df2b36add65d733eafaba,SP,0.9048,21
fec6275253471ace26d209bbaa64cd0f,RJ,1.0000,9
c31eff8334d6b3047ed34bebd4d62c36,SP,0.8583,120
c87abc38c8ed3240861729e1aeadf221,SP,1.0000,1
822166ed1e47908f7cfb49946d03c726,RJ,0.9855,69
2e3be8a987a30d7544dbbda6861cc14e,MG,0.9286,14
f1b93673502375d491780bb49d615dbc,SP,0.7500,8
b2ba3715d723d245138f291a6fe42594,SP,0.9105,324
b410bdd36d5db7a65dcd42b7ead933b8,GO,0.9762,42
31344c16881c08a8a72c6d2eb29918c1,MG,0.9524,42
4e42581f08e8cfc7c090f930bac4552a,SP,0.0000,1
0aea4c6ae1505b3228ddf3dd7822ee5b,SP,0.7500,8
fcb5ace8bcc92f75707dc0f01a27d269,SP,0.9661,59
7681ef142fd2c19048da7430856b5588,SP,0.8621,58
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,0.9138,325
bd0389da23d89b726abf911cccc54596,DF,0.9195,87
af3ef48d0e13835e529c29ac573c63e5,SP,0.9524,21
855668e0971d4dfd7bef1b6a4133b41b,SP,0.8600,300
77e4abfd739aed9c46480f90f81c0eb4,DF,1.0000,18
1c68394e931a64f90ea236c5ea590300,PR,0.9648,142
95b293867b5862941c9cd74f756a3c68,SP,0.5556,9
e62b2d6ac10570a035a30bafcf01d263,SP,0.8710,62
7a425d299613df3e613bcf9d2eaf5c49,RJ,0.9444,18
77530e9772f57a62c906e1c21538ab82,PR,0.8846,312
edf96ef93ed595084bbcbd9224bd2894,SP,0.8800,25
6a8b085f816a1f75f92dbac6eb545f8f,SP,0.9040,125
f3295428338a40977a03f555246a70f4,ES,0.7143,7
062ce95fa2ad4dfaedfc79260130565f,RS,0.9630,54
582d4f8675b945722eda7c0cb61ba4c7,SP,0.9831,59
09bad886111255c5b5030314fc7f1a4a,SP,1.0000,5
94144541854e298c2d976cb893b81343,RS,0.9559,68
bf84056e679dbe9c69929847a40e338f,SP,0.9143,35
21c62b998a043ebe31161d38f84929fc,CE,1.0000,4
1c129092bf23f28a5930387c980c0dfc,SP,0.9450,200
26d6bbee02420494d471c9f6436929c0,PR,1.0000,12
602044f2c16190c2c6e45eb35c2e21cb,SP,0.8125,48
b347677812ea483b0f528eaf8cbc09b7,PR,1.0000,21
d94ba08b99bedd6a5f6c875ecc4a6fac,PR,1.0000,8
b499c00f28f4b7069ff6550af8c1348a,SP,0.8707,147
7a2d2949aea47fab95fd98d6c9f618b1,PR,1.0000,11
624f4ece8da4aafb77699233d480f8ef,SP,0.9231,52
95e03ca3d4146e4011985981aeb959b9,RJ,0.9651,172
1771297ac436903d1dd6b0e9279aa505,SP,0.9643,28
1d503743d2526f03f0c2c89540ee008c,SP,0.9167,12
df560393f3a51e74553ab94004ba5c87,PR,0.9231,26
834f3294fba9f932f56edc879193f925,SP,0.9394,66
6c177e38df6d3f34182b1f1d427231bf,PR,0.9623,53
381c83fdca332ea6afd896da20bf6e4a,PR,0.9565,46
6fd52c528dcb38be2eea044946b811f8,SP,0.8657,67
f7720c4fa8e3aba4546301ab80ea1f1b,PR,0.9492,59
4c2b230173bb36f9b240f2b8ac11786e,SP,0.8992,258
ac6417315ae5da8f9a38ee11de6f7780,SP,0.8571,7
02f623a8eb246f3c5f7c2f96462654e6,SP,0.9091,44
29fe9f200d3fa0c668d2aa1ec7e08dfb,SC,1.0000,5
4e06067cc08b3f41d837768d392c3ee3,MG,0.9677,31
ec933281fb017b5020d06df29c3f77e8,SP,1.0000,8
49e7217cfe4e427191c378ec626d8737,MG,1.0000,12
3a734b715d333a2588a3d54a0c9b8746,SP,0.9333,15
392e0502231ae2f8b29994ef6398cd77,SP,0.8824,17
5d0363b33554b373851fc1622e4d5f3c,SP,0.9140,93
fa3a0b5aabb344b9a92e3524b0202123,SP,0.8571,7
17a053fcb14bd219540cbde0df490be0,SP,0.9194,124
41b14765bd56c8ad10971074380f9c0c,SP,1.0000,8
7f2617c58d5d06806987308b45654351,SP,0.9091,22
f00e21b1e91a79653163b7fd8f293ff1,SP,0.9677,31
3f9c56764fabca627406093dcb3ef0b4,RJ,1.0000,7
4e922959ae960d389249c378d1c939f5,SP,0.8932,412
ca4b77513ac2040591b0d8fae6958380,SP,0.7857,14
94e93ce877be27a515118dbfd2c2be41,SP,1.0000,29
8581055ce74af1daba164fdbd55a40de,SP,0.8997,379
0951a6e282947e09cd47969f4ed0b47f,SP,1.0000,7
52f0fe436a347ddad7ed5f9aa4e27eaa,SP,0.8421,19
c33847515fa6305ce6feb1e818569f13,SC,0.9561,114
b05b432bf68945d4d9783f9e3ca29ee8,SP,1.0000,2
2a7dc43cecabf23403078e2188437d1d,SP,0.9231,52
7b7ed56ae755e2880f2b69632e839c1e,GO,0.8000,5
ea566164622c6b439516ab18062c42cd,SP,0.7800,50
821fb029fc6e495ca4f08a35d51e53a5,SP,0.6250,24
1a932caad4f9d804097d7f8e615baed1,SP,0.8000,20
2be17df1c49978426251562096c3cc09,SC,0.9375,16
c66dccfb3f109511246da627dd5a2498,SP,0.9545,44
d921b68bf747894be13a97ae52b0f386,MG,0.9870,77
e256a62e0ac58c0edfba09966142d561,PR,1.0000,12
c8417879a15366a17c30af34c798c332,SP,0.8800,25
2528513dd95219a6013d4d05176e391a,SP,0.9500,160
921323538c9f1c4e816f2720eac02bea,SP,0.8000,15
1464afc72f696af775557a821c2e253f,RJ,0.9655,29
77a515caa36327151d1cc6c32a9f00e1,SP,0.8846,26
4b0fdb526525f9890eb145bf1534640e,SP,1.0000,18
7fc87cc3e89b3d1d5cabdca32f8485aa,SP,0.7143,14
0c7f30ae9b147eca07affbef92832a6a,PR,1.0000,5
e09887ca8c7bf8a4621ce481820414ef,SP,0.5000,2
318f287a62ab7ac10b703ac37435a231,SP,0.9020,51
acb6c2ca5c82411c1fdb88d5fd5eb95e,SP,1.0000,10
55dedd83e501d8248880557d9073cbfd,RJ,1.0000,8
834f8533b2ecb6598dd004ff3de7203a,SP,0.8537,41
730937bf88cb151eb2eb849f642fc213,SP,0.9545,22
440dd6ab244315c632130ecfb63827b1,SP,0.8681,91
45d33f715e24d15a6ccf5c17b3a23e3c,SP,0.9286,56
c33a5c3c983090c8b78a28e65052a20d,SC,1.0000,8
16090f2ca825584b5a147ab24aa30c86,SP,0.8920,398
b561927807645834b59ef0d16ba55a24,SP,0.8588,85
213b25e6f54661939f11710a6fddb871,SP,0.9145,152
78c99c6dff4eeae5be99bf635ed21e3f,SP,0.9032,31
a36ac007a4d18f865c8d32c3b2402c2d,SP,1.0000,8
6b333a05bf188ef3e1f1662a86bd9855,DF,0.9167,12
56642bcb79900e777d68e91915cb4267,SP,0.9167,48
a69aa24cec11168e7e39a3fbc727e925,SP,1.0000,3
11742f81550ac064cc9a40f67151d9ad,SP,1.0000,2
8a40ae794fa3f9892cee24bd5af0488b,PR,0.6667,6
850f4f8af5ea87287ac68de36e29107f,SP,0.9355,186
643214e62b870443ccbe55ab29a4dccf,SP,0.8769,65
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,0.9754,122
0241d4d5d36f10f80c644447315af0bd,PR,0.9412,238
8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,0.9048,63
3935fe5fe0f82787a9dcb8deb62be09d,SP,0.8750,16
9a1aea68d3efa00862ec88c0768037d0,SP,1.0000,7
18e694e0e48ed6f7aa3f24aade5fd697,SP,0.9677,31
30a81d8cf85fb2ada1b1b094c9583a95,SP,1.0000,17
e64d65bc8dbec2accda90c58de5d1246,SP,0.6667,12
67bf6941ba2f1fa1d02c375766bc3e53,PR,0.8667,15
897060da8b9a21f655304d50fd935913,SP,0.8816,304
b494891378bd8f4560abe576c52deacd,SP,0.9474,19
09f952a5f58d2285b0372551ae8f9b01,SP,0.9400,50
9616352088dcf83a7c06637f4ebf1c80,PR,1.0000,91
51702dc2a3e106c76dbff722b5bf0726,SP,1.0000,13
97512d3fc193b2d1dfcdba0f9d1f0f8a,SP,0.9167,12
f3975e8a41157005d4bcbb358678cd9b,SC,1.0000,2
ae45df84722b1d15c5f32b23a095746c,SP,1.0000,9
d197aa8fbc64087f61984deef05f6227,SP,1.0000,6
afa6714acee029b2dfdf357e5579cc03,SP,0.8750,16
520b493b57809f446cb0a233bb3e25c7,SP,0.9683,63
b83cedfb587e7911540e3f576d6917ce,SP,0.9167,24
0ef83d7d83ed97cd2a0049ac8be5f88a,PR,0.9792,48
d13e50eaa47b4cbe9eb81465865d8cfc,SP,0.7879,66
da8622b14eb17ae2831f4ac5b9dab84a,SP,0.9237,1311
5f1dc28029d2c244352a68107ec2b542,SP,0.9355,62
710e3548e02bc1d2831dfc4f1b5b14d4,PR,0.9542,131
3ab971ce71839580d2ae5b4e40fe8044,SP,0.9143,35
9d4db00d65d7760644ac0c14edb5fd86,SP,0.9588,97
1dcfa3835714681d4ba4a93bc1e0fd41,SP,1.0000,12
30a2f535bb48308f991d0b9ad4a8c4bb,SP,0.9718,71
620c87c171fb2a6dd6e8bb4dec959fc6,RJ,0.9006,724
070d165398b553f3b4b851c216b8a358,SP,0.8387,31
4c8b8048e33af2bf94f2eb547746a916,SP,0.8947,19
88460e8ebdecbfecb5f9601833981930,PR,0.8049,246
7d76b645482be4a332374e8223836592,SP,0.8837,172
d36b07fd3c5088e477a72d1fccfe29d4,SP,1.0000,1
cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,0.7703,74
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,1.0000,55
dbec9a0a7efeff029d4d9dce7dc4cc95,MG,1.0000,3
01fd077212124329bac32490e8ef80d9,SP,0.9677,31
7aa538dd6e114e503a2e6154ea352253,SP,1.0000,5
1f867308a0ce13133a4e639ff4de0c02,PR,1.0000,7
06a2c3af7b3aee5d69171b0e14f0ee87,MA,0.7686,389
2e90cb1677d35cfe24eef47d441b7c87,SP,0.8661,127
adbc26658d6c7b4b6219f9d934598091,PR,0.8409,88
0ffa40d54288e4f3499b8780dd0f144f,SP,0.8485,33
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,0.9091,77
c510bc1718f0f2961eaa42a23330681a,SP,1.0000,12
c878515173c84a492ebe50d6b493230b,PR,0.7778,9
2e1c9f22be269ef4643f826c9e650a52,SP,0.9317,161
00fc707aaaad2d31347cf883cd2dfe10,PR,0.9515,103
d1c281d3ae149232351cd8c8cc885f0d,SP,0.9112,214
f80edd2c5aaa505cc4b0a3b219abf4b8,SP,0.9483,116
7a9c12e235c36247c3c81f50d6ea9cea,SP,1.0000,5
8629c241b3622ac12cd4118afdc8d394,SP,0.9231,13
3ade81dab5a172b88e1871c28ae05260,SP,0.8571,28
562fc2f2c2863ab7e79a9e4388a58a14,SP,0.9647,255
7dc8c42cc750eeafea6c85712ffee9bf,SP,0.9512,41
960945e1a9535cbc0cd6ddd35fbe7ae8,SP,1.0000,28
5a8e7d5003a1f221f9e1d6e411de7c23,SP,0.9416,137
575df70bde3f9f2b30bf8d2e9910d725,SP,0.9259,27
5d3bb11474a06bdc23fb9e89f1164ee0,SP,0.9677,31
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,1.0000,46
522620dcb18a6b31cd7bdf73665113a9,PR,0.8953,172
ce7d1888639e6fb06b2749cbfdac1ff7,MG,0.9103,78
a4b6b9b992b46e9ef863637af96e04bc,SC,0.8333,6
ff1e15b778c700abdd4d239b81ac466d,PR,1.0000,7
85d9eb9ddc5d00ca9336a2219c97bb13,MG,0.9639,499
a673821011d0cec28146ea42f5ab767f,SP,0.8880,125
c8b3445d737de6befde0c88ede534a5e,SP,0.9667,30
eb5b6204dde3a6e03b5f1bb8479f055b,SP,0.9474,19
2e1a7d075abe038c1b2743005fe42ff1,SP,0.8333,18
973f21788dfab357250f69a8dcb7ddee,MG,0.4444,9
ba89796db68db180bd389de96b2ff3b6,SP,1.0000,2
79ee721b6f766066a80264402548d359,SP,,0
11bfa66332777660bd0640ee84d47006,SP,0.8421,76
3a1a1fec38dd360f15fc912e821e169d,SP,0.7333,15
8c351ed7c326c62123318f4f3246e906,SP,1.0000,2
dc4a0fc896dc34b0d5bfec8438291c80,SP,0.9333,225
3a4127e1ba7208ea37044c5092aae170,SP,1.0000,5
7c4402417d51474d4d0cda9557340e40,SP,1.0000,1
3968920b9aa752ab98f7d5888c9252f2,SP,0.8750,8
e26901d5ab434ce92fd9b5c256820a4e,SP,0.9746,197
a6fe7de3d16f6149ffe280349a8535a0,SP,0.8400,50
aac29b1b99776be73c3049939652091d,MG,0.9043,94
54a1852d1b8f10312c55e906355666ee,SP,0.9040,198
c826c40d7b19f62a09e2d7c5e7295ee2,SP,0.9046,346
a425f92c199eb576938df686728acd20,PR,1.0000,16
3c3017960b2dbd72711a61f0400aab8f,SC,1.0000,9
d12c926d74ceff0a90a21184466ce161,SP,0.9868,76
985c92cc412091f8529c12d7f23d3fef,MG,0.9167,12
594f9aaa48e5bf431f011ddc5669b0d5,MG,0.9730,37
eba88037e1dca898cd02881f67ced679,SP,0.8333,6
f7ccf836d21b2fb1de37564105216cc1,SP,0.8986,69
7e3f87d16fb353f408d467e74fbd8014,SP,0.8791,91
bb135baca94c82fcb731335ad5b04a03,SP,1.0000,18
f5f46307a4d15880ca14fab4ad9dfc9b,SC,0.8889,9
4830e40640734fc1c52cd21127c341d4,SP,0.9314,204
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,0.9630,108
8fb67a334bacec338885b4e9e1708073,PR,1.0000,1
72c5da29406b4234927b81855e7b64f6,SP,0.9677,31
ad738d3fcf42655ed15c4960b7b6c601,RS,,0
0ed6ce5d87fd9c69eaacaeb778d67235,SP,0.8571,42
6973a06f484aacf400ece213dbf3d946,SP,0.8315,89
9bade61a92bed55a25d2b67b9f4ed739,PR,1.0000,2
0cbcee27c791afa0cdcb08587a2013a8,MG,0.8947,38
fcdd820084f17e9982427971e4e9d47f,SP,0.8750,16
9b1f656ca3060f8af17a50d8a024b533,SP,0.5000,2
b1a81260566c1bac3114a6d124413f27,RS,0.9804,51
080199a181c46c657dc5aa235411be3b,SP,0.9747,79
cca3071e3e9bb7d12640c9fbe2301306,SP,0.9413,699
788e857f317e53de488d393e65a80f45,SP,1.0000,11
d51e0a403fe2e689ece6c73359d96e12,SP,0.8889,18
7f7b8245c336066a1f9933c359f11d77,SP,0.9737,38
8648b1e89e9b349e32d3741b30ec737e,SP,0.8925,93
717b78b0950b51ed00b1471d858b0edc,SP,0.8000,5
ebd2d60905fb58271facef5596b620d3,SP,0.9634,82
efcd8d2104f1a05d028af7bad20d974b,SP,0.9783,46
530ec6109d11eaaf87999465c6afee01,PR,0.9894,94
89f69225956f951295ca4c7fb1266553,RJ,0.9091,11
6bb62a4912377c7bfe7cb17b406bc7e6,SP,1.0000,4
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,0.9340,106
6d22a1fcebb6dd08c9cd90b92a93e8d0,SC,1.0000,12
b39d7fe263ef469605dbb32608aee0af,SP,0.9535,43
36890be00bbfc1cdb9a4a38a6af05a69,SP,0.7692,13
7b0df942f46435babab05d49b744b2c4,SP,0.9062,32
f27e33c6d29b5138fa9967bcd445b6d5,SP,0.8925,93
55d3daac7c404d59e51c2aa2f4dc5a23,SP,1.0000,21
659e8466eb3ff1b0e8740d74fb7bbedd,BA,1.0000,11
e3a386fc36e22064434e1fa256f6a9fa,SP,0.8125,16
c9aafcd0621b2207c10e32c649cada4d,SP,0.9000,40
9fe7c6641c79970ab48185498f547c09,SP,1.0000,1
08ad4ac1388e4420ca531c3edfc46198,SP,1.0000,6
e601b04acf48b4576e73ddca9481f0dc,SP,1.0000,15
98dac6635aee4995d501a3972e047414,SP,0.9101,89
a49928bcdf77c55c6d6e05e09a9b4ca5,SP,0.7396,96
a1bea7061f61f6fdd9a85a6325ba1033,SP,0.8889,9
0d85bbda9889ce1f7e63778d24f346eb,MG,0.8824,51
4c61e37f664c3c88aff092aa5ac779d7,RJ,0.7143,7
d624126b9206f595fb3fbb6ba03b28a8,PR,0.9565,23
26d8a1c7c75d513045798992ead43aa2,PR,0.9118,34
f181738b150df1f37cb0bd72e705b193,SP,0.8889,36
d5c530f4884a75ae0dba9c148718d278,MG,0.8000,5
5ab05b6d86d417796c69ffd6774ec832,SP,0.9000,10
9de4643a8dbde634fe55621059d92273,SC,0.9583,72
3be634553519fb6536a03e1358e9fdc7,SP,0.9125,80
b906dd0e57f282c7089171b6ed07982e,PR,1.0000,2
04308b1ee57b6625f47df1d56f00eedf,SC,0.8804,92
457fe919b032a3f7dadba6fb92cf7855,SP,0.8889,9
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,0.9231,13
a2b5b6105ea5942300631d2e76f4ffe0,SP,0.8750,16
23d7c96d4a1160db1c726b248601b25a,SP,0.8800,50
e883aa812c37a7413226856f4579fe91,SP,0.9615,26
86bb7c4b535e49a541baf3266b1c95b1,SP,0.8125,16
c0563dd588b775f2e37747ef6ad6c92c,SP,0.8929,28
e5475dcab1e07b63d7f6e902d8f5eda8,SP,0.9474,19
aded58c8142dedc5494a81f948431fab,RJ,1.0000,4
33a6f4b1e7cdc205511e76ba1b6e0186,SP,0.9810,105
91f848e9f4be368f4318775aac733370,SP,0.9667,60
7a67c85e85bb2ce8582c35f2203ad736,SP,0.9406,1145
b372ee768ed69e46ca8cdbd267aa7a38,SP,1.0000,63
d20b021d3efdf267a402c402a48ea64b,SP,0.8256,86
0ea22c1cfbdc755f86b9b54b39c16043,MG,0.9829,234
be8e909810184b9b19e886129149d8e5,SP,0.8000,15
db2956745b3a8e9f3785c99f34b5d25e,SP,0.8889,45
232a6014e7b10cba61c6c2b2ea6bb4b0,SP,0.9375,32
fffd5413c0700ac820c7069d66d98c89,SP,0.8596,57
712e6ed8aa4aa1fa65dab41fed5737e4,SC,0.7792,77
6dd7dce75cd55c1ce255dc38d9f0cd46,SC,1.0000,1
05730013efda596306417c3b09302475,SC,1.0000,4
0b35c634521043bf4b47e21547b99ab5,PR,0.8400,50
f5403d3f50089112c4eed37928b7f622,SP,,0
7adbd3210a7b3cc2235e225eef33574d,SP,1.0000,3
edb1ef5e36e0c8cd84eb3c9b003e486d,RJ,0.9212,165
3361277dc30b7cccdb0c286b24219756,PR,0.9310,29
3c7c4a49ec3c6550809089c6a2ca9370,SP,0.9209,139
48162d548f5b1b11b9d29d1e01f75a61,SP,0.9697,66
3fd1e727ba94cfe122d165e176ce7967,SP,0.8000,35
9646c3513289980f17226a2fc4720dbd,SP,0.9710,69
36a968b544695394e4e9d7572688598f,SP,0.9527,148
4b5f66b7adcf57f1ecc0d3c07dd6b177,PR,0.9565,23
ec21206b7894c503788a684a7bc822a6,RJ,1.0000,1
af4a0e4cfe1d9c26b6712b1be25a72e5,MG,0.9048,21
5721089ba9214e80074f27d5a03fc0eb,SP,1.0000,5
8160255418d5aaa7dbdc9f4c64ebda44,SP,0.8342,380
cee48807215b30a12ca2ca10ffb5f250,SP,0.8462,39
633ecdf879b94b5337cca303328e4a25,SP,0.3333,6
4c03b9dd4c11ee2cb35c96c49efc9420,SP,0.9792,48
a5a1bfcf728ab0e19182959cf0771ee4,SP,0.9048,21
ffff564a4f9085cd26170f4732393726,SP,1.0000,8
bbad7e518d7af88a0897397ffdca1979,SP,0.8382,68
99a54764c341d5dc80b4a8fac4eba3fb,SP,0.7955,44
282f23a9769b2690c5dda22e316f9941,MG,0.9490,98
e21a1e8be4715b0fcfd5385643bc49c4,SC,1.0000,20
fdaaf5bfda82b7b80535610c831b8d09,SP,0.9000,10
751e274377499a8503fd6243ad9c56f6,SP,1.0000,1
b1fc4f64df5a0e8b6913ab38803c57a9,RJ,0.8785,107
